task_id,family,application,players,replicate,budget,method,mse,data_sha256,source_evidence
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,10,24,ShaplEIG,0.003678340839413188,5d93aa900c57486ccfaa02c21eb2cf38c852f2a2c4c4e50db3796929e4fe3bed,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,10,32,ShaplEIG,4.104534017983511e-06,5d93aa900c57486ccfaa02c21eb2cf38c852f2a2c4c4e50db3796929e4fe3bed,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,10,48,ShaplEIG,5.433820217843989e-06,5d93aa900c57486ccfaa02c21eb2cf38c852f2a2c4c4e50db3796929e4fe3bed,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,10,64,ShaplEIG,5.2055815020716935e-06,5d93aa900c57486ccfaa02c21eb2cf38c852f2a2c4c4e50db3796929e4fe3bed,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,11,16,ShaplEIG,0.007775107747012844,dd89e342b7df702bce33da1e3ecdeaaeefe9d869979f350861fc9c23800b9614,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,11,24,ShaplEIG,0.004566495529627384,dd89e342b7df702bce33da1e3ecdeaaeefe9d869979f350861fc9c23800b9614,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,11,32,ShaplEIG,0.002936823913399305,dd89e342b7df702bce33da1e3ecdeaaeefe9d869979f350861fc9c23800b9614,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,11,48,ShaplEIG,3.3154797801932978e-06,dd89e342b7df702bce33da1e3ecdeaaeefe9d869979f350861fc9c23800b9614,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,11,64,ShaplEIG,3.829720021483986e-06,dd89e342b7df702bce33da1e3ecdeaaeefe9d869979f350861fc9c23800b9614,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,12,16,ShaplEIG,0.008530638042307706,aaaa9b3503028b9ffafb9b0d33e181f4f8d23f897661ffcfd4701af6053908d0,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,12,24,ShaplEIG,0.006612106214344426,aaaa9b3503028b9ffafb9b0d33e181f4f8d23f897661ffcfd4701af6053908d0,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,12,32,ShaplEIG,0.0012589194114246078,aaaa9b3503028b9ffafb9b0d33e181f4f8d23f897661ffcfd4701af6053908d0,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,12,48,ShaplEIG,3.0685805305781254e-06,aaaa9b3503028b9ffafb9b0d33e181f4f8d23f897661ffcfd4701af6053908d0,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,12,64,ShaplEIG,4.132832956660851e-06,aaaa9b3503028b9ffafb9b0d33e181f4f8d23f897661ffcfd4701af6053908d0,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,13,16,ShaplEIG,0.008799753082885931,044ec0fd67d817412d06c1b2c75c59cd4bd9c18c530cc6cdb421d0550d86330d,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,13,24,ShaplEIG,0.003824878739373817,044ec0fd67d817412d06c1b2c75c59cd4bd9c18c530cc6cdb421d0550d86330d,.openresearch/artifacts/claim_3/dv10_raw.csv
dv_gb_bike_sharing,data_valuation,Bike Sharing data valuation / gradient boosting,10,13,32,ShaplEIG,2.7892066391267457e-06,044ec0fd67d817412d06c1b2c75c59cd4bd9c18c530cc6cdb421d0550d86330d,.openresearch/artifacts/claim_3/dv10_raw.csv
