application,replicate,budget,method,mse,efficiency_error,data_sha256
ImageNet ViT-9 local explanation,3,48,RegressionMSR,0.00017189045655303264,8.126789963203152e-09,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,48,LeverageSHAP,0.0004580816554404771,5.551115123125783e-17,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,ShaplEIG,9.438418429718279e-05,9.658261079237285e-07,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,ShaplEIG-fixed,8.347190474521573e-05,1.142706972262486e-05,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,GP-random,0.00035473924685124097,1.4763034831832833e-06,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,GP-uncertainty,0.0014039067066127639,1.0116342952781743e-06,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,GP-LeverageSHAP,0.00011085863182030457,6.892017764659197e-06,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,KernelSHAP,0.0008557899781150402,4.922691032582804e-09,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,SVARM,0.0005543925667241325,0.0976612674107512,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,UnbiasedKernelSHAP,0.0009016225962062118,0.0,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,PermutationSampling,0.0011799337586520305,0.0,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,RegressionMSR,0.00034985612099527625,4.5261003833729774e-08,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,3,64,LeverageSHAP,0.000855790357133592,5.551115123125783e-17,b12268d3e39bab74b2c68d3f6a4cb34bb2a0ba06fb5b7ddccbbef95280e236b1
ImageNet ViT-9 local explanation,4,16,ShaplEIG,0.021950643140142317,7.958371777583295e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,ShaplEIG-fixed,0.006704496214153152,4.637199156887206e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,GP-random,0.029014466986017687,1.1561296423545642e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,GP-uncertainty,0.016755353919523708,3.5817694825635016e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,GP-LeverageSHAP,0.04921427204904905,3.2821496430690544e-05,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,KernelSHAP,0.2332633896917248,3.946379445451953e-09,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,SVARM,0.02214457640560591,1.000186833643561,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,UnbiasedKernelSHAP,0.031494699201255444,0.0,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,PermutationSampling,0.04405250453434416,0.0,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,RegressionMSR,0.02714134124211711,2.421238604055631e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,16,LeverageSHAP,0.03389441653770871,7.771561172376096e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,ShaplEIG,0.020957122238563098,9.281575813258058e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,ShaplEIG-fixed,0.002187442396780412,7.2319384576413626e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,GP-random,0.030256127398523784,5.887439926688387e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,GP-uncertainty,0.01091537971040702,4.872377921905091e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,GP-LeverageSHAP,0.00637085462017462,7.683804233105107e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,KernelSHAP,0.01368885225670247,4.785255192096827e-09,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,SVARM,0.02979410088327937,1.1204589717319724,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,UnbiasedKernelSHAP,0.015877026959093078,1.1102230246251565e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,PermutationSampling,0.014589959070860116,0.0,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,RegressionMSR,0.010627781796820387,6.051868706169472e-08,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,24,LeverageSHAP,0.013688858900238526,1.3322676295501878e-15,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,ShaplEIG,0.013226737221128994,3.0300568965024866e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,ShaplEIG-fixed,0.0009868095631421926,8.748238796152386e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,GP-random,0.012458294815361289,1.0924705584614003e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,GP-uncertainty,0.004857840724837595,5.173594592733366e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,GP-LeverageSHAP,0.006226601704621521,2.4870833264967196e-05,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,KernelSHAP,0.010528183406409753,4.399731134974161e-09,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,SVARM,0.02769068209238683,1.0119936093490751,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,UnbiasedKernelSHAP,0.009065396147689263,2.220446049250313e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,PermutationSampling,0.019391447946420837,0.0,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,RegressionMSR,0.01142586728160706,2.4790369934635237e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,32,LeverageSHAP,0.010528181902988605,0.0,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,ShaplEIG,0.002719969813819187,5.1244593752830525e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,ShaplEIG-fixed,0.0006931072508750969,2.241376927603067e-05,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,GP-random,0.0019541331406868977,3.335977986074212e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,GP-uncertainty,0.002696039478473005,4.688056359891668e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,GP-LeverageSHAP,0.0034632215837044765,6.993403225841188e-05,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,KernelSHAP,0.01156376393456,4.719804991282217e-09,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,SVARM,0.018826536190390073,0.5869882702156142,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,UnbiasedKernelSHAP,0.013884679837520363,1.1102230246251565e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,PermutationSampling,0.024998601294739863,0.0,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,RegressionMSR,0.011789189647783435,1.9206800061510876e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,48,LeverageSHAP,0.011563764614409656,1.1102230246251565e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,ShaplEIG,0.0008573355784927896,4.200061432535485e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,ShaplEIG-fixed,0.0009669018848286081,2.4230736739738745e-05,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,GP-random,0.0032022148938337727,7.363717330344244e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,GP-uncertainty,0.0015783016034696565,2.884086775845063e-06,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,GP-LeverageSHAP,0.002324595800863836,5.597033186754974e-05,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,KernelSHAP,0.0036621412971711057,4.89382523394255e-09,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,SVARM,0.008480041254668733,0.32702196996927757,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,UnbiasedKernelSHAP,0.005705643555677417,1.1102230246251565e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,PermutationSampling,0.010187818497123054,1.1102230246251565e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,RegressionMSR,0.006024483713396987,2.634369593579322e-07,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,4,64,LeverageSHAP,0.0036621408857993817,2.220446049250313e-16,31974d6fb290eaafaa72f1d5e36cef082b4a55a6382b8f9d61d75b659f9b0546
ImageNet ViT-9 local explanation,5,16,ShaplEIG,0.0018090811530233535,7.685562604109464e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,ShaplEIG-fixed,0.0007350281349279343,2.421742722469311e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,GP-random,0.0011590684215930637,2.635983906984496e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,GP-uncertainty,0.0005608242067585774,2.4478899196545e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,GP-LeverageSHAP,0.001218611044588085,5.4548547256949576e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,KernelSHAP,0.012087836771713788,1.2147532979511766e-10,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,SVARM,0.0019341481123064308,0.25527594540229376,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,UnbiasedKernelSHAP,0.005275253879924797,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,PermutationSampling,0.0020270137698392976,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,RegressionMSR,0.0016837529501243051,6.893242243677378e-08,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,16,LeverageSHAP,0.001054155620016858,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,ShaplEIG,0.0004524242081601719,1.2476744840894671e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,ShaplEIG-fixed,7.893793834050746e-05,2.028684346705445e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,GP-random,0.0006089563916526981,2.898102411941217e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,GP-uncertainty,6.597322245751393e-05,2.7082721881788174e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,GP-LeverageSHAP,0.0005958205535749455,4.435739642982828e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,KernelSHAP,0.0014557421690243745,3.235240686461083e-10,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,SVARM,0.00371261010903436,0.2201702122628275,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,UnbiasedKernelSHAP,0.001649173721046747,5.551115123125783e-17,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,PermutationSampling,0.0026202240843628726,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,RegressionMSR,0.0008528656485772414,7.776179700158536e-08,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,24,LeverageSHAP,0.0014557421444091122,5.551115123125783e-17,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,ShaplEIG,0.00022841717038424043,1.8559580852728352e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,ShaplEIG-fixed,0.0002308903100747575,2.2537508681530483e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,GP-random,0.00045938982278670226,1.223571463870865e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,GP-uncertainty,3.641888339006709e-05,1.261279212738664e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,GP-LeverageSHAP,0.00031288675730576336,1.0813578335266971e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,KernelSHAP,0.0005155682370820193,3.5659877828386755e-10,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,SVARM,0.0030890553005642335,0.19306860002043852,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,UnbiasedKernelSHAP,0.003073135329963945,5.551115123125783e-17,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,PermutationSampling,0.0012974659814948568,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,RegressionMSR,0.0024862060648882826,2.3582288122270256e-08,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,32,LeverageSHAP,0.0005155683967321297,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,ShaplEIG,0.0002591591386406566,1.073950311902827e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,ShaplEIG-fixed,0.0001435290475763003,3.1320520649247285e-08,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,GP-random,0.0005582175990412721,1.2614698597368523e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,GP-uncertainty,0.00012341364716995056,1.3435899887115355e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,GP-LeverageSHAP,0.0004010853222712914,1.609002829000561e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,KernelSHAP,0.00025209011388950477,6.110575379025818e-10,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,SVARM,0.0020191330276231236,0.08686510409402737,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,UnbiasedKernelSHAP,0.0015983630114269837,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,PermutationSampling,0.0007673861377914539,0.0,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,RegressionMSR,0.0003413423369010446,1.1923657441959001e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,48,LeverageSHAP,0.00025209005927054394,2.7755575615628914e-17,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,ShaplEIG,0.00018035191455229924,7.500926613168701e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,ShaplEIG-fixed,7.036244945074851e-05,1.4298654514577347e-06,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,GP-random,0.0004747211090308136,6.795238131629411e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,GP-uncertainty,0.00031446394393021,8.87152029060978e-08,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,GP-LeverageSHAP,0.000373204562528972,9.170865831187314e-07,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,KernelSHAP,0.0002898199440081459,6.201806845851365e-10,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,SVARM,0.00043259218119970464,0.08034884227337952,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,UnbiasedKernelSHAP,0.0009507487330027273,2.7755575615628914e-17,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,PermutationSampling,0.0006024001984192794,2.7755575615628914e-17,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,RegressionMSR,0.0002704685709151612,7.306243787752464e-08,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,5,64,LeverageSHAP,0.0002898200201889897,8.326672684688674e-17,e8c385d7ee172ffee3231a661be2bbf1068cce102c9e60cad091ddf9ed2c3710
ImageNet ViT-9 local explanation,6,16,ShaplEIG,0.005102559351671959,2.1275952056809544e-06,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,ShaplEIG-fixed,0.013003657036033504,3.746022367856483e-07,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,GP-random,0.010634103117137141,1.9555073099697395e-06,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,GP-uncertainty,0.007060792641818781,2.60799510565235e-06,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,GP-LeverageSHAP,0.012960510560610244,6.739507447228732e-06,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,KernelSHAP,0.1207040112610776,3.716941199272128e-10,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,SVARM,0.02545452602843362,1.0391068585498335,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,UnbiasedKernelSHAP,0.0294261617942382,0.0,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,PermutationSampling,0.02218378837093081,0.0,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,RegressionMSR,0.03240985338745753,2.9869170259377853e-07,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
ImageNet ViT-9 local explanation,6,16,LeverageSHAP,0.12070401120543954,3.1086244689504383e-15,b843c0884ac2fa236964980ac61981f8afc85f158d5b95a851685404b0b4768f
